id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year
775,"Poot, AA, Song, Y., Wennink, JWH, Kamphuis, M., Vermes, I., Feijen, J., & Grijpma, DW 
(2010). Poly(trimethylene carbonate) scaffolds for vascular tissue engineering … Poot, Andreas 
A. ; Song, Y. ; Wennink, JWH ; Kamphuis, Marloes ; Vermes, I. ; Feijen, Jan ; Grijpma, Dirk W. 
/ Poly(trimethylene carbonate) scaffolds for vascular tissue engineering … Poot, AA, Song, 
Y, Wennink, JWH, Kamphuis, M, Vermes, I, Feijen, J & Grijpma, DW 2010, 'Poly(trimethylene 
carbonate) scaffolds for vascular tissue engineering' pp … Poly(trimethylene carbonate) scaffolds 
for vascular tissue engineering. / Poot, Andreas A.; Song, Y.; Wennink, JWH; Kamphuis, 
Marloes; Vermes, I.; Feijen, Jan; Grijpma, Dirk W … Poot AA, Song Y, Wennink JWH, Kamphuis 
M, Vermes I, Feijen J et al. Poly(trimethylene carbonate) scaffolds for vascular tissue 
engineering. 2010.  ",Andreas A Poot and Y Song and JWH Wennink and Marloes Kamphuis and I Vermes and Jan Feijen and Dirk W Grijpma,0,,,,,,Poly (trimethylene carbonate) scaffolds for vascular tissue engineering,https://research.utwente.nl/en/publications/polytrimethylene-carbonate-scaffolds-for-vascular-tissue-engineer,,2010
776,"KNAW Narcis. Back to search results. Publication Method for preparing a degradabel polymer
network (""Cross-linked polymere"") (2010). Pagina-navigatie: Main … 
",E Bat and Jan Feijen and Dirk W Grijpma,0,,,,,,"Method for preparing a degradabel polymer network ("" Cross-linked polymere"")",https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F821ddf7a-be08-4812-a985-514873890bca,,2010
777,"KNAW Narcis. Back to search results. Publication Designed poly(ethylene
glycol)/poly(D,L-lactide)-based hydrogel... (2010). Pagina-navigatie: Main … 
",JFJ Engbersen and Dirk W Grijpma and TM Seck and FPW Melchels and Jan Feijen,0,,,,63-65,,"Designed poly (ethylene glycol)/poly (D, L-lactide)-based hydrogel structures prepared by stereolithography",https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F642fc8c3-98b0-4d47-ab77-157eda473709,,2010
778,"KNAW Narcis. Back to search results. Publication Microfluidic channels for
studying vascular cell biology (2010). Pagina-navigatie: Main … 
",Andreas A Poot and Andries D van der Meer and Istvan Vermes and Jan Feijen and Dirk W Grijpma,0,,,,,,Microfluidic channels for studying vascular cell biology,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2Ffa461eb8-7d28-47e4-9c89-bebe378cba49,,2010
779,"KNAW Narcis. Back to search results. Publication Enzymatically Crosslinked
Polysaccharide Based Hydrogels as an... (2010). Pagina-navigatie: Main … 
",Pieter J Dijkstra and R Jin and Zhiyuan Zhong and Jan Feijen and Liliana Moreira Teixeira and Hermanus Bernardus Johannes Karperien,0,,,,,,Enzymatically Crosslinked Polysaccharide Based Hydrogels as an Extracellular Matrix for Cartilage Tissue Engineering,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F32bda74d-eb63-4833-968a-53a1a95aa8ff,,2010
780,"Moreira Teixeira, L., Leijten, JCH, Sobral, J., Jin, R., Dijkstra, PJ, Feijen, J., ... Karperien, HBJ 
(2010). Chondrocyte micro-aggregates enhances neo-cartilage formation … Moreira 
Teixeira, Liliana ; Leijten, Jeroen Christianus Hermanus ; Sobral, J. ; Jin, R. ; Dijkstra, Pieter 
J. ; Feijen, Jan ; van Blitterswijk, Clemens ; Karperien, Hermanus Bernardus Johannes. / Chondrocyte 
micro-aggregates enhances neo-cartilage formation … Moreira Teixeira, L, Leijten, JCH, 
Sobral, J, Jin, R, Dijkstra, PJ, Feijen, J, van Blitterswijk, C & Karperien, HBJ 2010, 'Chondrocyte 
micro-aggregates enhances neo-cartilage formation' pp … Chondrocyte micro-aggregates 
enhances neo-cartilage formation. / Moreira Teixeira, Liliana; Leijten, Jeroen Christianus 
Hermanus; Sobral, J.; Jin, R.; Dijkstra, Pieter J.; Feijen, Jan; van Blitterswijk, Clemens; 
Karperien, Hermanus Bernardus Johannes … Moreira Teixeira L, Leijten JCH, Sobral … ",Liliana Moreira Teixeira and Jeroen Christianus Hermanus Leijten and J Sobral and R Jin and Pieter J Dijkstra and Jan Feijen and Clemens van Blitterswijk and Hermanus Bernardus Johannes Karperien,0,,,,,,Chondrocyte micro-aggregates enhances neo-cartilage formation,https://research.utwente.nl/en/publications/chondrocyte-micro-aggregates-enhances-neo-cartilage-formation-2,,2010
781,We aim to fabricate computer-controlled hydrogel structures containing viable encapsulated cells to overcome the low seeding densities which are inherent to most pre-fabricated scaffold systems.,Ferry PW Melchels and Maria A Woodruff and Verena Reichert and Tetsu M Seck and Jan Feijen and Dirk W Grijpma and Dietmar W Hutmacher,0,,,,,,Solid freeform fabrication of hydrogel structures and cell encapsulation,https://eprints.qut.edu.au/39016/1/c39016.pdf,,2010
782,"KNAW Narcis. Back to search results. Publication Inter-university
attraction poles (IAP) (2009). Pagina-navigatie: Main … 
",F Croisier and A-S Duwez and C Jérôme and Kees van der Werf and Martin L Bennink and Pieter J Dijkstra and Vinod Subramaniam and Jan Feijen,0,,,,,,Inter-university attraction poles (IAP),https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F16d1230a-6afc-422e-aad6-875526d225b8,,2009
783,"[en] Poly (ε-caprolactone)(PCL forms a part of the aliphatic polyesters; the biodegradable and biocompatible character of these polymers makes them outstanding candidates for short-to medium-term biomedical applications, especially in the form of nanometric fibers, as their assembly mimics the extracellular matrix structure. However, a prerequisite to their application as nanofibrous biomaterial scaffolds is the investigation of their mechanical strength. In the present study, PCL fibers produced by electrospinning were individually tested using an AFM-based nano-scale three-point bending technique.",Florence Croisier and Anne-Sophie Duwez and Christine Jérôme and Kees O van der Werf and ML Bennink and Pieter J Dijkstra and Vinod Subramaniam and Jan Feijen,0,,,,,,AFM-based mechanical testing of electrospun PCL fibers,https://orbi.uliege.be/handle/2268/34749,,2009
784,"KNAW Narcis. Back to search results. Publication Enzyme-mediated fast in-situ formation
of hydrogels as extracellular... (2009). Pagina-navigatie: Main … 
",JWH Wennink and R Jin and Liliana Moreira Teixeira and Pieter J Dijkstra and Hermanus Bernardus Johannes Karperien and Zhiyuan Zhong and Jan Feijen,0,,,,,,Enzyme-mediated fast in-situ formation of hydrogels as extracellular matrix for in vitro chondrocyte culture,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F77ecf97d-f53d-4853-93f5-45f5de21c634,,2009
785,"KNAW Narcis. Back to search results. Publication Stereo fotocomplex - Stereo photo
hydrogel, a process of making said... (2009). Pagina-navigatie: Main … 
",C Hiemstra and Zhiyuan Zhong and Jan Feijen,0,,,,,,"Stereo fotocomplex-Stereo photo hydrogel, a process of making said stereo photo hydrogel, polymers for use in making such hydrogel and a pharmaceutical kit comprising said polymers",https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F0c256526-da77-48f2-adec-44c4c1dcd671,,2009
786,"Cover: The image shows nanoscale‐sized crystalline ribbons of a segmented block copolymer with monodisperse amide segments, as observed by AFM phase angle analysis (700 nm × 860 nm). The polymer chains run perpendicular to the ribbon length. Further details can be found in the article by G. J. E. Biemond,* J. Feijen, and R. J. Gaymans* on page 492.        ",Gerard JE Biemond and Jan Feijen and Reinoud J Gaymans,0,,Macromolecular Materials and Engineering,8,,WILEY‐VCH Verlag,Macromol. Mater. Eng. 8/2009,https://onlinelibrary.wiley.com/doi/abs/10.1002/mame.200990012,294,2009
787,"Grijpma, DW, Pêgo, AP, & Feijen, J. (2009). Method for providing shaped biodegradable and 
elastomeric structures of (co)polymers of 1,3 trimethylene carbonate (TMC), shaped biodegradable 
and elastomeric structures and the use of these structures. Manuscript submitted for 
publication. (Patent No. US 7,572,838) … Grijpma, Dirk W. (Inventor) ; Pêgo, AP (Inventor) ; 
Feijen, Jan (Inventor). / Method for providing shaped biodegradable and elastomeric structures 
of (co)polymers of 1,3 trimethylene carbonate (TMC), shaped biodegradable and elastomeric 
structures and the use of these structures. Patent No.: US 7,572,838 … Grijpma, DW, Pêgo, 
AP & Feijen, J 2009, Method for providing shaped biodegradable and elastomeric structures 
of (co)polymers of 1,3 trimethylene carbonate (TMC), shaped biodegradable and elastomeric 
structures and the use of these structures, Patent No. US 7,572,838.  ",,0,,,,,,"Method for providing shaped biodegradable and elastomeric structures of (co) polymers of 1, 3 trimethylene carbonate (TMC), shaped biodegradable and elastomeric structures and …",https://research.utwente.nl/en/publications/method-for-providing-shaped-biodegradable-and-elastomeric-structu-5,,2009
788,"KNAW Narcis. Back to search results. Publication In vitro biological evaluation of
hyaluronic acid based hydrogels... (2009). Pagina-navigatie: Main … 
",Liliana Moreira Teixeira and R Jin and Pieter J Dijkstra and Jan Feijen and Clemens van Blitterswijk and Hermanus Bernardus Johannes Karperien,0,,,,,,In vitro biological evaluation of hyaluronic acid based hydrogels crosslinked via Micheals addition as injectable biomaterials for cartilage repair,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F12f9362a-037f-4c15-9dcd-848ad28f25ef,,2009
789,"Moreira Teixeira, L., Jin, R., Dijkstra, PJ, Feijen, J., van Blitterswijk, C., & Karperien, HBJ 
(2009). In vitro biological evaluation of hyaluronic acid based hydrogels crosslinked via Micheals 
addition as injectable biomaterials for cartilage repair … Moreira Teixeira, Liliana ; Jin, R. 
; Dijkstra, Pieter J. ; Feijen, Jan ; van Blitterswijk, Clemens ; Karperien, Hermanus Bernardus 
Johannes. / In vitro biological evaluation of hyaluronic acid based hydrogels crosslinked via 
Micheals addition as injectable biomaterials for cartilage repair … Moreira Teixeira, L, Jin, 
R, Dijkstra, PJ, Feijen, J, van Blitterswijk, C & Karperien, HBJ 2009, 'In vitro biological evaluation 
of hyaluronic acid based hydrogels crosslinked via Micheals addition as injectable biomaterials 
for cartilage repair' pp … In vitro biological evaluation of hyaluronic acid based hydrogels 
crosslinked via Micheals addition as injectable biomaterials for cartilage repair. / Moreira … ",Liliana Moreira Teixeira and R Jin and Pieter J Dijkstra and Jan Feijen and Clemens van Blitterswijk and Hermanus Bernardus Johannes Karperien,0,,,,,,In vitro biological evaluation of hyaluronic acid based hydrogels crosslinked via Micheals addition as injectable biomaterials for cartilage repair,https://research.utwente.nl/en/publications/in-vitro-biological-evaluation-of-hyaluronic-acid-based-hydrogels,,2009
790,"Skip to main content University of Twente Research Information Logo … 
",Andries Dirk van der Meer and Andreas A Poot and Jan Feijen and I Vermes,0,,,,,,Microfluidic devices for studying vascular endothelial cell biology,https://research.utwente.nl/en/publications/microfluidic-devices-for-studying-vascular-endothelial-cell-biolo,,2009
791,"The present invention relates to a process for the preparation of branched biodegradable polymers comprising of the steps of:(a) preparing a macromonomer by ring-opening polymerization of at least one cyclic ester, cyclic carbonate, and/or cyclic carboxyanhydride in the presence of a branching agent and optionally a catalyst; and (b) subsequent polycondensation of the macromonomer, to a process for the preparation of a macromonomer by ring-opening polymerization of at least one cyclic ester, carbonate and/or N-carboxyanhydride in the presence of a defined branching agent and optionally a catalyst, according to step (a), and to the prepared macromonomer and branched biodegradable polymer and their uses.",Zhiyuan Zhong and Jan Feijen and Pieter J Dijkstra,0,,,,,,"BRANCHED BIODEGRADABLE POLYMERS, A MACROMONOMER, PROCESSES FOR THE PREPARATION OF SAME, AND THEIR USE",https://research.utwente.nl/en/publications/branched-biodegradable-polymers-a-macromonomer-processes-for-the--2,,2009
792,"KNAW Narcis. Back to search results. Publication Disulfide based poly(amido amine)
copolymers for siRNA delivery (2009). Pagina-navigatie: Main … 
",LJ van der Aa and P Vader and RM Schiffelers and J Feijen and JFJ Engbersen,0,,,,,,Disulfide based poly (amido amine) copolymers for siRNA delivery,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F067f2dcd-de0b-474a-a628-514ece89cad6,,2009
793,"KNAW Narcis. Back to search results. Publication Pluronic nanogel-containing
polymersomes for controlled protein delivery (2009). Pagina-navigatie: Main … 
",Jung Seok Lee and Jan Feijen,0,,,,,,Pluronic nanogel-containing polymersomes for controlled protein delivery,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F4c13a52b-d360-4812-aa59-247ec1d19c32,,2009
794,"KNAW Narcis. Back to search results. Publication Trimethylene carbonate based high
strength elastomeric networks (2009). Pagina-navigatie: Main … 
",E Bat and Jan Feijen and Dirk W Grijpma,0,,,,,,Trimethylene carbonate based high strength elastomeric networks,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F38ea6a98-72c1-467c-bfba-348a807b5705,,2009
795,"Jansen, J., Boerakker, MB, Heuts, J., Feijen, J., & Grijpma, DW (2009). Fumaric acid derivatives 
of poly(trimethylene carbonate) oligomers for drug delivery applications. -. Poster session presented 
at Dutch Polymer Days, DPD 2009, Lunteren, Netherlands … Jansen, J. ; Boerakker, MB ; 
Heuts, J. ; Feijen, Jan ; Grijpma, Dirk W. / Fumaric acid derivatives of poly(trimethylene 
carbonate) oligomers for drug delivery applications. Poster session presented at Dutch Polymer 
Days, DPD 2009, Lunteren, Netherlands … Jansen, J, Boerakker, MB, Heuts, J, Feijen, J & 
Grijpma, DW 2009, 'Fumaric acid derivatives of poly(trimethylene carbonate) oligomers for drug 
delivery applications' Dutch Polymer Days, DPD 2009, Lunteren, Netherlands, 2/02/09 - 
3/02/09, pp … Fumaric acid derivatives of poly(trimethylene carbonate) oligomers for drug 
delivery applications. / Jansen, J.; Boerakker, MB; Heuts, J.; Feijen, Jan; Grijpma, Dirk W.  ",J Jansen and MB Boerakker and J Heuts and Jan Feijen and Dirk W Grijpma,0,,,,,,Fumaric acid derivatives of poly (trimethylene carbonate) oligomers for drug delivery applications,https://research.utwente.nl/en/publications/fumaric-acid-derivatives-of-polytrimethylene-carbonate-oligomers-,,2009
796,"Lee, JS, & Feijen, J. (2009). Novel thermosensitive gel-containing polymersomes, hydrosomes 
for controlled drug delivery. -. Poster session presented at Dutch Polymer Days, DPD 2009, 
Lunteren, Netherlands … Lee, Jung Seok ; Feijen, Jan. / Novel thermosensitive gel-containing 
polymersomes, hydrosomes for controlled drug delivery. Poster session presented at Dutch Polymer 
Days, DPD 2009, Lunteren, Netherlands … Lee, JS & Feijen, J 2009, 'Novel thermosensitive 
gel-containing polymersomes, hydrosomes for controlled drug delivery' Dutch Polymer 
Days, DPD 2009, Lunteren, Netherlands, 2/02/09 - 3/02/09, pp … Novel thermosensitive 
gel-containing polymersomes, hydrosomes for controlled drug delivery. / Lee, Jung Seok; 
Feijen, Jan … 2009. - Poster session presented at Dutch Polymer Days, DPD 2009, 
Lunteren, Netherlands … Lee JS, Feijen J. Novel thermosensitive gel-containing … ",Jung Seok Lee and Jan Feijen,0,,,,,,"Novel thermosensitive gel-containing polymersomes, hydrosomes for controlled drug delivery",https://research.utwente.nl/en/publications/novel-thermosensitive-gel-containing-polymersomes-hydrosomes-for-,,2009
797,"Vascular endothelial cells have an extensive response to physiological levels of shear stress. There is evidence that the protein caveolin-1 is involved in the early phase of this response. In this study, caveolin-1 was downregulated in human endothelial cells by RNAi. When these cells were subjected to a shear stress of 15 dyn/cm2 for 10 minutes, activation of Akt and ERK1/2 was significantly lower than in control cells. Moreover, activation of Akt and ERK1/2 in response to vascular endothelial growth factor was significantly lower in cells with low levels of caveolin-1. However, activation of integrin-mediated signaling during cell adhesion onto fibronectin was not hampered by lowered caveolin-1 levels. In conclusion, caveolin-1 is an essential component in the response of endothelial cells to shear stress. Furthermore, the results suggest that the role of caveolin-1 in this process lies in facilitating efficient VEGFR2 …",Andries Dirk van der Meer and Marloes Kamphuis and Andreas A Poot and Jan Feijen and I Vermes,0,,Journal of cell biology,532432,,Rockefeller University Press,Lowering caveolin-1 expression in human vascular cells inhibits signal transduction in response to shear stress,https://research.utwente.nl/en/publications/lowering-caveolin-1-expression-in-human-vascular-cells-inhibits-s,,2009
798,"KNAW Narcis. Back to search results. Publication Heparin Tyramine
Based Hydrogels (2009). Pagina-navigatie: Main … 
",Hermanus Bernardus Johannes Karperien and R Jin and Liliana Moreira Teixeira and Pieter J Dijkstra and Jan Feijen,0,,,,,,Heparin Tyramine Based Hydrogels,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F2699feff-930d-4eba-992d-17555693dde0,,2009
799,"Jin, R., Moreira Teixeira, L., Dijkstra, PJ, Karperien, HBJ, van Blitterswijk, C., & Feijen, J. 
(2009). Dextran-Hyaluronic Acid based Hydrogels. Manuscript in preparation. (Patent No. 
P89757EP00) … Jin, R. (Inventor) ; Moreira Teixeira, Liliana (Inventor) ; Dijkstra, Pieter J. 
(Inventor) ; Karperien, Hermanus Bernardus Johannes (Inventor) ; van Blitterswijk, Clemens 
(Inventor) ; Feijen, Jan (Inventor). / Dextran-Hyaluronic Acid based Hydrogels. Patent No.: 
P89757EP00 … Jin, R, Moreira Teixeira, L, Dijkstra, PJ, Karperien, HBJ, van Blitterswijk, C & 
Feijen, J 2009, Dextran-Hyaluronic Acid based Hydrogels, Patent No. P89757EP00 … 
Dextran-Hyaluronic Acid based Hydrogels. / Jin, R. (Inventor); Moreira Teixeira, Liliana 
(Inventor); Dijkstra, Pieter J. (Inventor); Karperien, Hermanus Bernardus Johannes 
(Inventor); van Blitterswijk, Clemens (Inventor); Feijen, Jan (Inventor).  ",R Jin and Liliana Moreira Teixeira and Pieter J Dijkstra and Hermanus Bernardus Johannes Karperien and Clemens van Blitterswijk and Jan Feijen,0,,,,,,Dextran-Hyaluronic Acid based Hydrogels,https://research.utwente.nl/en/publications/dextran-hyaluronic-acid-based-hydrogels,,2009
800,"Jin, R., Moreira Teixeira, L., Dijkstra, PJ, Karperien, HBJ, van Blitterswijk, C., & Feijen, J. 
(2009). Heparin-Tyramine based Hydrogels. Manuscript in preparation. (Patent No. 
P89756EP00) … Jin, R. (Inventor) ; Moreira Teixeira, Liliana (Inventor) ; Dijkstra, Pieter J. 
(Inventor) ; Karperien, Hermanus Bernardus Johannes (Inventor) ; van Blitterswijk, Clemens 
(Inventor) ; Feijen, Jan (Inventor). / Heparin-Tyramine based Hydrogels. Patent No.: 
P89756EP00 … Jin, R, Moreira Teixeira, L, Dijkstra, PJ, Karperien, HBJ, van Blitterswijk, C & 
Feijen, J 2009, Heparin-Tyramine based Hydrogels, Patent No. P89756EP00 … Heparin-Tyramine 
based Hydrogels. / Jin, R. (Inventor); Moreira Teixeira, Liliana (Inventor); Dijkstra, Pieter J. 
(Inventor); Karperien, Hermanus Bernardus Johannes (Inventor); van Blitterswijk, Clemens 
(Inventor); Feijen, Jan (Inventor) … Jin R, Moreira Teixeira L, Dijkstra PJ, Karperien … ",R Jin and Liliana Moreira Teixeira and Pieter J Dijkstra and Hermanus Bernardus Johannes Karperien and Clemens van Blitterswijk and Jan Feijen,0,,,,,,Heparin-Tyramine based Hydrogels,https://research.utwente.nl/en/publications/heparin-tyramine-based-hydrogels,,2009
801,"Members of the committee: Promoters: prof. dr. J. Feijen University of Twente prof. dr. DW Grijpma 
University of Twente Assistant promoter: dr. AA Poot University of Twente Referent: prof. dr. I. 
Vermes University of Twente Members: prof. dr. ing. M. Wessling University of Twente prof. 
dr. Ir NJJ Verdonschot University of Twente prof. dr. JH Loontjens University of Groningen 
prof. dr. Ir LH Koole Maastricht University The research described in this thesis was financially 
supported by the Dutch Program for Tissue Engineering (DPTE) The printing of this thesis was 
sponsored by the Nederlandse Vereniging voor Biomaterialen en Tissue Engineering 
(NTBE). Porous tubular poly (trimethylene carbonate) scaffolds for vascular tissue engineering 
by Yan Song Ph. D. Thesis with references and summaries in English, Dutch and Chinese. University 
of Twente, Enschede, The Netherlands, 2009 ISBN: 978-90-365-2825-2 DOI: 10.3990 … ",Yan Song,0,,,,,,POLY (TRIMETHYLENE CARBONATE) SCAFFOLDS FOR VASCULAR TISSUE ENGINEERING,https://research.utwente.nl/files/6083328/thesis_Y_Song.pdf,,2009
802,"A preliminary implantation study was carried out using porous tubular PTMC scaffolds, either unseeded or seeded with human mesenchymal stem cells (MSCs), as partial replacement of the rat abdominal aorta. The study showed that due to a mismatch in wall thickness of the tubular PTMC scaffolds and the rat abdominal aorta, end-to-end suturing was problematic. Therefore, two poly (propylene) connectors were used to connect a scaffold to the aorta. Unseeded scaffolds showed extensive leakage of blood upon implantation. However, MSC-seeded scaffolds showed minor leakage which stopped a few minutes after restoration of blood flow. The grafts remained patent until the end of the experiment, 4 h after implantation. It is concluded that for long-term experiments, another suturing technique has to be used. To prevent blood loss, the PTMC scaffolds have to be seeded with cells.",AA Poot and J Feijen and DW Grijpma,0,,POLY (TRIMETHYLENE CARBONATE) SCAFFOLDS FOR VASCULAR TISSUE ENGINEERING,,141,University of Twente,"Y. Song1, J.-L. Hillebrands2, JH Zandvoort3, CJAM Zeebregts4, RH Geelkerken5",https://ris.utwente.nl/ws/files/6083328/thesis_Y_Song.pdf#page=147,,2009
803,"KNAW Narcis. Back to search results. Publication Novel membrane-based
scaffolds for tissue engineering (2009). Pagina-navigatie: Main … 
",BJ Papenburg and Jan de Boer and Dirk W Grijpma and Jan Feijen and Clemens van Blitterswijk and Matthias Wessling and Dimitrios Stamatialis,0,,International journal of artificial organs,7,409-410,Wichtig Publishing,Novel membrane-based scaffolds for tissue engineering,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F2fd9eea4-81a2-47d5-8136-be3b2a81f0f5,32,2009
804,"Tubular scaffolds (internal diameter approximately 3 mm and wall thickness approximately 0.8 mm) with a porosity of approximately 83% and an average pore size of 116 μm were prepared from flexible poly (trimethylene carbonate)(PTMC) polymer by dip-coating and particulate leaching methods. PTMC is a flexible and biocompatible polymer that crosslinks upon irradiation; porous network structures were obtained by irradiating the specimens in vacuum at 25 kGy before leaching soluble salt particles. To assess the suitability of these scaffolds in dynamic cell culturing for cardiovascular tissue engineering, the scaffolds were coated with a thin (0.1 to 0.2 mm) non-porous PTMC layer and its performance was evaluated in a closed pulsatile flow system (PFS). For this, the PFS was operated at physiological conditions at liquid flows of 1.56 ml/s with pressures varying from 80-120 mmHg at a frequency of 70 pulsations per minute.The mechanical properties of these coated porous PTMC scaffolds were not significantly different than non-coated scaffolds. Typical tensile strengths in the radial direction were 0.15 MPa, initial stiffness values were close to 1.4 MPa. Their creep resistance in cyclic deformation experiments was excellent. In the pulsatile flow setup, the distention rates of these flexible and elastic scaffolds were approximately 0.10% per mmHg, which is comparable to that of a porcine carotid artery (0.11% per mmHg). The compliance and stiffness index values were close to those of natural arteries.",Y Song and JWH Wennink and AA Poot and I Vermes and J Feijen and DW Grijpma,0,,POLY (TRIMETHYLENE CARBONATE) SCAFFOLDS FOR VASCULAR TISSUE ENGINEERING,,73,University of Twente,4| Evaluation of PTMC tubular scaffolds,https://research.utwente.nl/files/6083328/thesis_Y_Song.pdf#page=79,,2009
805,"Using electro-spinning technique or dip-coating method, porous PTMC tubular structures with different morphological and mechanical properties were prepared. The mechanical strength and elasticity of the porous PTMC structures are superior to those of scaffolds fabricated by dip-coating. The results allow us to construct functional scaffolds for tissue engineered small diameter blood vessels.",Y Song and F Yang and JA Jansen and M Kamphuis and Z Zhang and AA Poot and I Vermes and DW Grijpma and J Feijen,0,,POLY (TRIMETHYLENE CARBONATE) SCAFFOLDS FOR VASCULAR TISSUE ENGINEERING,,149,University of Twente,A| Poly (trimethylene carbonate) Porous Tubular Structures Made by Electro,https://ris.utwente.nl/ws/files/6083328/thesis_Y_Song.pdf#page=155,,2009
806,"In tissue engineering, porous scaffolds are used as a temporal support for tissue regeneration through cell adhesion, proliferation and differentiation. Besides applying a suitable material that is both biocompatible and biodegradable, the architectural design of the porous scaffold can be of essential for successful tissue regeneration. The architecture is of great influence on mechanical properties and transport properties of nutrients and metabolites1.",Ferry PW Melchels and Jan Feijen and Dirk W Grijpma,0,,,,,,Mechanical properties of advanced tissue engineering scaffold architectures,https://eprints.qut.edu.au/39010/,,2009
807,"Skip to main content University of Twente Research Information Logo … 
",Jan Feijen,0,,Journal of controlled release,3,173,Elsevier,In memory of Jorge Heller-obituary,https://research.utwente.nl/en/publications/in-memory-of-jorge-heller-obituary,139,2009
808,,Jan Feijen and Tom Sam,0,,,3,152-152,ELSEVIER SCIENCE BV,Proceedings of the Tenth European Symposium on Controlled Drug Delivery Preface,http://scholar.google.com/scholar?cluster=4332708071155903363&hl=en&oi=scholarr,132,2008
809,"Du, H, Dijkstra, P, Zhong, Z, Feijen, J & Chen, X 2008, Biodegradable (PHB)s material formed 
by single site aluminum catalyst. in 8th World Biomaterials Congress 2008. vol. 1, pp. 251, 8th 
World Biomaterials Congress, WBC 2008, Amsterdam, Netherlands, 28/05/08 … Biodegradable 
(PHB)s material formed by single site aluminum catalyst. / Du, Hongzhi; Dijkstra, Piet; Zhong, 
Zhiyuan; Feijen, Jan; Chen, Xuesi.  ",Hongzhi Du and Piet Dijkstra and Zhiyuan Zhong and Jan Feijen and Xuesi Chen,0,,,,251,,Biodegradable (PHB) s material formed by single site aluminum catalyst,https://research.utwente.nl/en/publications/biodegradable-phbs-material-formed-by-single-site-aluminum-cataly,,2008
810,"KNAW Narcis. Back to search results. Publication Injectable biodegradable hydrogels
for protein and cell delivery (2008). Pagina-navigatie: Main … 
",J Feijen and C Hiemstra and R Jin and LJ Van Der Aa and IW Velthoen and W Zhou and JS Lee and Z Zhong and WE Hennink and PJ Dijkstra,0,,,,,,Injectable biodegradable hydrogels for protein and cell delivery,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F2eb211b8-df26-4b8b-9682-aa2e1eaaabf9,,2008
811,"KNAW Narcis. Back to search results. Publication Preparation of tubular scaffolds from
poly(trimethylene carbonate) (2008). Pagina-navigatie: Main … 
",Y Song and F Yang and JA Jansen and M Kamphuis and Z Zhang and AA Poot and DW Grijpma and J Feijen,0,,,,,,Preparation of tubular scaffolds from poly (trimethylene carbonate),https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F04816e80-c0a5-475b-9887-5175f226fc1d,,2008
812,"KNAW Narcis. Back to search results. Publication Biodegradable chemically crosslinked
peg-plla hydrogels for drug delivery purposes (2008). Pagina-navigatie: Main … 
",Sytze J Buwalda and Ingrid W Velthoen and Pieter J Dijkstra and Jan Feijen,0,,,,,,Biodegradable chemically crosslinked peg-plla hydrogels for drug delivery purposes,https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F9fdf49de-8743-4778-a2c9-874334f8f935,,2008
813,"Van Der Meer, A, Kamphuis, M, Poot, A, Vermes, I & Feijen, J 2008, The role of caveolin-1 in 
the endothelial cell response to shear stress. in 8th World Biomaterials Congress 2008. vol. 
2, pp. 1031, 8th World Biomaterials Congress, WBC 2008, Amsterdam, Netherlands, 
28/05/08 … The role of caveolin-1 in the endothelial cell response to shear stress. / Van Der 
Meer, Andries; Kamphuis, Marloes; Poot, André; Vermes, István; Feijen, Jan.  ",Andries Van Der Meer and Marloes Kamphuis and André Poot and István Vermes and Jan Feijen,0,,,,1031,,The role of caveolin-1 in the endothelial cell response to shear stress,https://research.utwente.nl/en/publications/the-role-of-caveolin-1-in-the-endothelial-cell-response-to-shear-,,2008
